DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M
2025-12-30,PROTEAN,INE004A01022,NSE,740.65,62.74,149477242.35,240423.47975,56.08200000000001,54.251111111111115,54.251111111111115,72892168.77000001,79212543.86666667,79212543.86666667,128365.13548000001,145628.12180555554,145628.12180555554
2025-12-30,GUJCOTEX,INE004C01028,BSE,8.17,0.0,0.0,241.631,0.0,0.0,0.0,0.0,0.0,0.0,435.186,413.03283333333326,413.03283333333326
2025-12-30,AVANTEL,INE005B01027,NSE,155.53,42.96,54111842.07,126213.07766,37.44799999999999,36.28555555555555,36.28555555555555,91956848.158,72921361.87555557,72921361.87555557,246000.342366,206157.15501111108,206157.15501111108
2025-12-30,RTSPOWR,INE005C01017,BSE,131.45,0.0,0.0,238.838,0.0,0.0,0.0,0.0,0.0,0.0,192.142,227.02650000000003,227.02650000000003
2025-12-30,EKANSH,INE005E01013,BSE,210.75,0.0,0.0,1925.115,0.0,0.0,0.0,0.0,0.0,0.0,789.9996,2065.243,2065.243
2025-12-30,DDIL,INE005G01026,BSE,6.18,0.0,0.0,58040.494,0.0,0.0,0.0,0.0,0.0,0.0,20980.9592,21325.335833333334,21325.335833333334
2025-12-30,AMDIND,INE005I01014,NSE,47.56,49.39,373488.68,760.44058,59.407999999999994,59.81222222222222,59.81222222222222,293486.09200000006,258114.23666666666,258114.23666666666,497.75188799999995,434.4996,434.4996
2025-12-30,KZLFIN,INE006C01015,BSE,27.43,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.614,1.614,1.614
2025-12-30,NBFOOT,INE006F01018,BSE,10.77,0.0,0.0,213.28,0.0,0.0,0.0,0.0,0.0,0.0,445.75679999999994,376.47649999999993,376.47649999999993
2025-12-30,ASTRAL,INE006I01046,NSE,1360.3,53.51,443158534.0,827119.1861,46.876,45.78,45.78,220642802.98000002,320685108.0555556,320685108.0555556,465087.60462,682662.8755333333,682662.8755333333
2025-12-23,ARVEE,INE006Z01016,NSE,245.35,39.23,4357170.649999999,11402.23582,27.756,27.756,27.756,8454288.621999998,8454288.621999998,8454288.621999998,47459.007446,47459.007446,47459.007446
2025-12-30,CRISIL,INE007A01025,NSE,4190.9,68.83,356419281.4,519277.134,65.13199999999999,66.41888888888889,66.41888888888889,116240090.7,160147918.10000002,160147918.10000002,180737.35715999999,240023.74348888887,240023.74348888887
2025-12-30,GEOJITFSL,INE007B01023,NSE,73.63,44.52,12397524.879999999,27926.05116,42.7,32.49777777777778,32.49777777777778,26262633.328,52948515.056666665,52948515.056666665,61416.094750000004,257210.0705133333,257210.0705133333
2025-12-30,INDRANIB,INE007C01021,BSE,12.23,0.0,0.0,1401.823,0.0,0.0,0.0,0.0,0.0,0.0,1104.6358,985.3571666666667,985.3571666666667
2025-12-30,MHSGRMS,INE007G01014,BSE,7.47,0.0,0.0,3.731,0.0,0.0,0.0,0.0,0.0,0.0,5.696,5.696,5.696
2025-12-30,FEDFINA,INE007N01010,NSE,144.26,57.38,51002113.18,89036.82445999999,58.406000000000006,56.830000000000005,56.830000000000005,70285366.534,52526080.03555555,52526080.03555555,121932.73085600001,92242.27355444446,92242.27355444446
2025-12-30,9FFSL30,INE007N08023,BSE,103500.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,0.0,103.5,103.5,103.5
2025-12-30,IDBI,INE008A01015,NSE,101.32,34.77,258982430.88,746725.35427,37.81,37.34888888888889,37.34888888888889,322198439.75200003,256030020.5788889,256030020.5788889,864568.4168919999,689762.6313133333,689762.6313133333
2025-12-30,AIMCOPEST,INE008B01013,BSE,53.66,0.0,0.0,310.365,0.0,0.0,0.0,0.0,0.0,0.0,374.5448,458.13500000000005,458.13500000000005
2025-12-30,RAYALEMA,INE008C01011,BSE,38.25,0.0,0.0,100.499,0.0,0.0,0.0,0.0,0.0,0.0,142.61860000000001,129.92950000000002,129.92950000000002
2025-12-30,TIRTPLS,INE008N01018,BSE,17.21,0.0,0.0,39.268,0.0,0.0,0.0,0.0,0.0,0.0,214.76639999999998,180.43166666666664,180.43166666666664
2025-12-30,INFY,INE009A01021,NSE,1621.6,71.64,10915284731.199999,15275131.268299999,53.06600000000001,53.79777777777778,53.79777777777778,8458437459.8,7808939072.111111,7808939072.111111,13394046.5827,12853001.406733332,12853001.406733332
2025-12-30,SRIKPRIND,INE009C01019,BSE,22.86,0.0,0.0,59.258,0.0,0.0,0.0,0.0,0.0,0.0,169.78680000000003,146.80283333333335,146.80283333333335
2025-12-30,SVLL,INE00CE01017,NSE,684.05,88.39,400853.3,453.6355,67.51199999999999,64.08777777777777,64.08777777777777,2283239.21,1372518.5666666667,1372518.5666666667,2433.66165,1522.3036055555556,1522.3036055555556
2025-12-30,MAHIP,INE00CX01017,BSE,18.25,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76,69.76,69.76
2025-12-30,BIKAJI,INE00E101023,NSE,759.45,59.47,61312676.85,103329.5401,49.617999999999995,49.70222222222222,49.70222222222222,47084626.45,52969308.41111112,52969308.41111112,95860.62840999999,106712.27561111111,106712.27561111111
2025-12-30,HARIOMPIPE,INE00EV01017,NSE,362.85,49.48,23684670.900000002,47469.92115,47.422000000000004,45.736666666666665,45.736666666666665,12521518.09,11204348.016666666,11204348.016666666,25975.472279999998,24127.052,24127.052
2025-12-30,PRUDENT,INE00F201020,NSE,2545.2,91.71,323662903.2,352419.0047,50.80800000000001,55.35444444444445,55.35444444444445,25542664.400000002,78316980.12222221,78316980.12222221,50264.69668,129143.89597777779,129143.89597777779
2025-12-30,ACUTAAS,INE00FF01025,NSE,1656.0,48.0,235734912.0,493568.0599,54.288,55.12,55.12,215302657.51999998,230509920.81111112,230509920.81111112,405224.3034,424237.8436,424237.8436
2025-12-30,BAPACK,INE00FM01013,BSE,209.95,0.0,0.0,257.364,0.0,0.0,0.0,0.0,0.0,0.0,31.045800000000003,30.146833333333337,30.146833333333337
2025-12-30,YASHHV,INE00GK01023,BSE,422.05,0.0,0.0,62351.662,0.0,0.0,0.0,0.0,0.0,0.0,44903.789600000004,40062.32466666667,40062.32466666667
2025-12-30,SWIGGY,INE00H001014,NSE,394.05,52.27,1561912535.1000001,2973335.1106999996,45.884,52.857777777777784,52.857777777777784,874294087.28,4442679959.777778,4442679959.777778,1830962.36039,7089502.153477778,7089502.153477778
2025-12-30,BNAGROCHEM,INE00HZ01011,BSE,384.9,0.0,0.0,191.298,0.0,0.0,0.0,0.0,0.0,0.0,512.235,1783.241,1783.241
2025-12-30,OSWALSEEDS,INE00IK01029,NSE,17.97,69.28,4462885.4399999995,6431.43293,68.62,75.46555555555557,75.46555555555557,9285477.204,5781392.294444444,5781392.294444444,13955.658756,8540.624950000001,8540.624950000001
2025-12-30,STOVEKRAFT,INE00IN01015,NSE,562.0,60.84,36279910.0,59652.48055,48.001999999999995,48.587777777777774,48.587777777777774,15475441.85,13810227.094444446,13810227.094444446,34946.6518,29940.08557777778,29940.08557777778
2025-12-30,DEEP,INE00IY01012,BSE,38.94,0.0,0.0,520.669,0.0,0.0,0.0,0.0,0.0,0.0,334.2348,317.3066666666667,317.3066666666667
2025-12-30,RAJMET,INE00KV01022,NSE,4.46,41.35,14865019.44,39628.626,71.298,73.05777777777779,73.05777777777779,3685155.8260000004,2358451.7977777775,2358451.7977777775,5579.948559999999,3519.926901111111,3519.926901111111
2025-12-30,SONAMLTD,INE00LM01029,NSE,42.1,53.75,486381.3,905.7491,50.378,54.45,54.45,1228264.3520000002,1884133.1744444445,1884133.1744444445,2542.2970699999996,3382.9103822222223,3382.9103822222223
2025-12-30,CRAFTSMAN,INE00LO01017,NSE,7156.0,26.19,137173364.0,520944.041,56.686,54.333749999999995,54.333749999999995,209462505.2,155278203.375,155278203.375,379129.5272,283949.8369375,283949.8369375
2025-12-30,SWSOLAR,INE00M201021,NSE,209.44,42.61,56806830.08,133783.24122,35.562,34.77000000000001,34.77000000000001,79668700.02,83263612.92333333,83263612.92333333,229450.562782,246738.3643688889,246738.3643688889
2025-12-30,INTERARCH,INE00M901018,NSE,2308.9,51.13,61527567.2,119893.4901,55.15599999999999,53.15222222222222,53.15222222222222,91864573.2,87165985.73333333,87165985.73333333,169871.73928,167809.34955555556,167809.34955555556
2025-12-30,DHARMAJ,INE00OQ01016,NSE,237.96,46.52,2564970.8400000003,5548.862700000001,66.112,59.142222222222216,59.142222222222216,4819040.752,4772263.947777778,4772263.947777778,6628.234909999999,8290.884446666667,8290.884446666667
2025-12-30,AHLADA,INE00PV01013,NSE,47.33,77.75,932542.99,1207.5898200000001,72.662,72.72111111111111,72.72111111111111,232527.66400000002,211700.8088888889,211700.8088888889,323.449836,295.57263,295.57263
2025-12-30,STUDDS,INE00Q601028,NSE,529.9,23.23,4363726.5,18838.151,49.628,46.95777777777778,46.95777777777778,17915528.599999998,20554948.066666666,20554948.066666666,34830.10649,42140.69701666667,42140.69701666667
2025-12-30,SMGOLD,INE00Q901014,BSE,12.72,0.0,0.0,125.93,0.0,0.0,0.0,0.0,0.0,0.0,178.67659999999998,156.79433333333333,156.79433333333333
2025-12-30,SGIL,INE00QT01015,NSE,472.1,47.12,8383551.800000001,18004.6544,67.78200000000001,64.49222222222222,64.49222222222222,10020748.01,8199559.838888888,8199559.838888888,20300.74353,15549.972127777777,15549.972127777777
2025-12-30,DALBHARAT,INE00R701025,NSE,2127.7,68.09,830666846.1999999,1223835.6241,45.05,49.503333333333345,49.503333333333345,399332216.12,322978127.2777778,322978127.2777778,816577.8858200001,630376.5423888889,630376.5423888889
2025-12-30,HILINFRA,INE00RL01028,NSE,56.77,40.03,4687612.44,11734.404,46.806,51.92333333333333,51.92333333333333,4937021.848,6762979.811111111,6762979.811111111,10687.9915,12822.711768888888,12822.711768888888
2025-12-30,BRGIL,INE00ST01011,BSE,119.5,0.0,0.0,1163.9,0.0,0.0,0.0,0.0,0.0,0.0,384.98999999999995,340.6583333333333,340.6583333333333
2025-12-30,BCPL,INE00SW01015,BSE,76.09,0.0,0.0,685.708,0.0,0.0,0.0,0.0,0.0,0.0,1215.5084,1091.5711666666666,1091.5711666666666
2025-12-30,SUPERSHAKT,INE00SY01011,BSE,260.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,318.0,318.0
2025-12-30,SUDARSHAN,INE00TV01023,BSE,27.83,0.0,0.0,4517.56,0.0,0.0,0.0,0.0,0.0,0.0,3414.4880000000003,3134.2800000000007,3134.2800000000007
2025-12-30,UNIECOM,INE00U401027,NSE,117.19,39.23,8021069.55,20246.543850000002,50.536,49.13111111111111,49.13111111111111,10298978.663999999,8546813.825555556,8546813.825555556,21142.203016,17669.04646888889,17669.04646888889
2025-12-30,MANORAMA,INE00VM01036,NSE,1303.6,48.23,26463080.0,54954.872299999995,56.202,56.07,56.07,43384773.38,35559700.61111111,35559700.61111111,77947.15998,63371.21385555554,63371.21385555554
2025-12-30,AFFLE,INE00WC01027,NSE,1772.8,51.23,510876640.0,999975.0447000001,54.782,55.68666666666667,55.68666666666667,170641393.82,266949761.09999996,266949761.09999996,310265.31368,448381.90982222225,448381.90982222225
2025-12-24,RACONTEUR,INE00WY01013,BSE,16.5,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,212.58133333333333,212.58133333333333,212.58133333333333
2025-12-29,MVAF27,INE00XE07184,BSE,1846.0,0.0,0.0,581.49,0.0,0.0,0.0,0.0,0.0,0.0,304.72950000000003,304.72950000000003,304.72950000000003
2025-12-30,FLAIR,INE00Y201027,NSE,305.2,45.61,12428964.799999999,27223.749949999998,51.178,53.73222222222222,53.73222222222222,30650588.1,30224413.744444445,30224413.744444445,56187.21501,50121.55840555556,50121.55840555556
2025-12-30,AKG,INE00Y801016,NSE,12.14,85.89,2220988.72,2581.43239,81.974,85.73444444444445,85.73444444444445,584409.794,556199.3877777779,556199.3877777779,699.5475139999999,643.0490688888889,643.0490688888889
2025-12-30,ABINFRA,INE00YB01025,NSE,18.14,81.07,689737.22,847.82061,75.41,69.64333333333333,69.64333333333333,5139936.742000001,3336694.7144444445,3336694.7144444445,6769.133435999999,4480.671383333332,4480.671383333332
2025-12-30,JARO,INE00YJ01010,NSE,465.8,51.4,33401120.6,66435.0209,26.122000000000003,21.78,21.78,26894429.639999997,22915080.255555555,22915080.255555555,83431.81323,99548.05503888888,99548.05503888888
2025-12-30,KRITIKA,INE00Z501029,NSE,7.33,66.88,1943058.3900000001,2988.48281,75.84599999999999,76.78444444444443,76.78444444444443,786381.932,690471.13,690471.13,1058.268524,910.2817211111111,910.2817211111111
2025-12-30,AFSL,INE00ZE01026,NSE,203.72,66.53,745615.2,1116.08728,62.484,62.58444444444444,62.58444444444444,749906.4580000001,1271129.0066666666,1271129.0066666666,1151.8363180000001,1928.6366311111112,1928.6366311111112
2025-12-30,ENTERO,INE010601016,NSE,1005.9,31.19,228770831.1,731662.6361,61.86,62.21333333333334,62.21333333333334,75759302.97999999,58456296.36666667,58456296.36666667,113920.44884,89376.33823333331,89376.33823333331
2025-12-30,PRSMJOHNSN,INE010A01011,NSE,135.15,35.62,6965225.550000001,19580.84832,25.892000000000003,33.708888888888886,33.708888888888886,63952467.52800001,39674168.031111114,39674168.031111114,569029.426708,327109.1674222222,327109.1674222222
2025-12-30,ZYDUSLIFE,INE010B01027,NSE,901.45,58.28,379189533.8,650067.83675,49.888,53.367777777777775,53.367777777777775,209318394.69,255476041.91666666,255476041.91666666,429078.40142999997,486632.9895166667,486632.9895166667
2025-12-30,SWISSMLTRY,INE010C01025,BSE,19.58,0.0,0.0,1729.481,0.0,0.0,0.0,0.0,0.0,0.0,3114.3630000000003,2994.3745000000004,2994.3745000000004
2025-12-30,TEJASNET,INE010J01012,NSE,451.45,37.06,62625144.0,169074.11844999998,40.733999999999995,38.944444444444436,38.944444444444436,142002632.25,158702852.1777778,158702852.1777778,376403.25856,426807.34125,426807.34125
2025-12-30,ULTRACAB,INE010R01023,BSE,8.64,0.0,0.0,615.971,0.0,0.0,0.0,0.0,0.0,0.0,1337.1266,1282.7633333333333,1282.7633333333333
2025-12-30,LTTS,INE010V01017,NSE,4438.5,54.98,97780155.0,179330.0603,52.220000000000006,51.09111111111111,51.09111111111111,155899105.70000002,141260903.15555558,141260903.15555558,297106.02322000003,271404.0707222222,271404.0707222222
2025-12-30,CLIOINFO,INE011B01017,BSE,6.8,0.0,0.0,14.892,0.0,0.0,0.0,0.0,0.0,0.0,168.7246,142.42733333333334,142.42733333333334
2025-12-30,SHERVANI,INE011D01013,BSE,435.45,0.0,0.0,10.886,0.0,0.0,0.0,0.0,0.0,0.0,270.073,270.073,270.073
2025-12-30,BALUFORGE,INE011E01029,NSE,603.7,38.31,59946202.6,155739.08294999998,40.678000000000004,31.577777777777776,31.577777777777776,105409619.08000001,109644990.77222222,109644990.77222222,281585.9220300001,412873.8028777778,412873.8028777778
2025-12-22,RAJVIR,INE011H01014,BSE,10.39,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.101,0.101
2025-12-30,TEGA,INE011K01018,NSE,1943.2,46.45,52792857.6,113402.8308,57.496,60.36222222222222,60.36222222222222,97106500.0,107744436.40000002,107744436.40000002,170558.6282,177378.64591111112,177378.64591111112
2025-12-30,ATISHAY,INE011R01013,BSE,194.1,0.0,0.0,1587.698,0.0,0.0,0.0,0.0,0.0,0.0,1836.3334,1671.8101666666664,1671.8101666666664
2025-12-30,ACC,INE012A01025,NSE,1732.1,56.9,224421268.6,395012.92189999996,57.94000000000001,56.95111111111112,56.95111111111112,372331903.74,267134303.43333334,267134303.43333334,678611.40718,483170.91137777775,483170.91137777775
2025-12-30,DIANATEA,INE012E01035,BSE,28.63,0.0,0.0,6.707,0.0,0.0,0.0,0.0,0.0,0.0,436.299,373.5425,373.5425
2025-12-29,POLYTEX,INE012F01016,BSE,6.0,0.0,0.0,50.613,0.0,0.0,0.0,0.0,0.0,0.0,53.291,53.291,53.291
2025-12-30,RNBDENIMS,INE012Q01021,NSE,129.72,63.2,12536140.8,19990.447079999998,52.562,47.53444444444445,47.53444444444445,5601485.808,3710968.766666667,3710968.766666667,12480.25765,8859.69796,8859.69796
2025-12-30,KSHITIJPOL,INE013801027,NSE,2.64,60.0,532028.64,877.96181,55.29,59.8111111111111,59.8111111111111,667643.7520000001,562747.1044444445,562747.1044444445,1186.291632,1032.562078888889,1032.562078888889
2025-12-30,PANCARBON,INE013E01017,BSE,491.0,0.0,0.0,227.16,0.0,0.0,0.0,0.0,0.0,0.0,1162.8858,1059.1755,1059.1755
2025-12-30,KVFORGE,INE013J01016,BSE,144.55,0.0,0.0,35.817,0.0,0.0,0.0,0.0,0.0,0.0,1000.2218,3672.610666666667,3672.610666666667
2025-12-30,ONESOURCE,INE013P01021,NSE,1773.4,56.5,138062736.8,242601.6422,44.5,52.37444444444444,52.37444444444444,86747079.56,292780413.7111111,292780413.7111111,193919.50704,446421.35679999995,446421.35679999995
2025-12-30,SHELTER,INE013V01011,BSE,36.75,0.0,0.0,550.56,0.0,0.0,0.0,0.0,0.0,0.0,476.544,476.544,476.544
2025-12-30,TECILCHEM,INE014B01011,NSE,19.93,82.38,100267.83,124.9349,94.026,83.94222222222223,83.94222222222223,15688.756,14054.896666666667,14054.896666666667,16.751164,17.389767777777777,17.389767777777777
2025-12-30,KLRFM,INE014E01015,BSE,99.1,0.0,0.0,29.187,0.0,0.0,0.0,0.0,0.0,0.0,193.82999999999998,183.28099999999998,183.28099999999998
2025-12-30,WIMPLAST,INE015B01018,BSE,430.7,0.0,0.0,864.052,0.0,0.0,0.0,0.0,0.0,0.0,3904.445999999999,3376.5488333333324,3376.5488333333324
2025-12-30,TINNARUBR,INE015C01016,NSE,785.45,56.58,4986822.050000001,8750.49015,50.971999999999994,50.583333333333336,50.583333333333336,6398355.470000001,5656460.48888889,5656460.48888889,12987.32886,11598.596622222223,11598.596622222223
2025-12-30,MANAKSIA,INE015D01022,NSE,62.98,59.84,730316.08,1216.75116,54.306000000000004,55.08555555555555,55.08555555555555,1661328.9880000001,1172182.5988888892,1172182.5988888892,3837.9654280000004,2583.7077588888887,2583.7077588888887
2025-12-30,PARAGONF,INE015E01012,BSE,50.5,0.0,0.0,10.819,0.0,0.0,0.0,0.0,0.0,0.0,43.2498,43.2498,43.2498
2025-12-30,RSCINT,INE015F01019,BSE,60.0,0.0,0.0,18.042,0.0,0.0,0.0,0.0,0.0,0.0,2.33425,2.33425,2.33425
2025-12-30,10EARC26,INE015L07204,BSE,105096.0,0.0,0.0,21019.2,0.0,0.0,0.0,0.0,0.0,0.0,21019.2,21019.2,21019.2
2025-12-30,EARCNIF26B,INE015L07261,BSE,104932.0,0.0,0.0,36726.2,0.0,0.0,0.0,0.0,0.0,0.0,36726.2,36726.2,36726.2
2025-12-30,EARCNIFE26,INE015L07428,BSE,256818.0,0.0,0.0,74477.22,0.0,0.0,0.0,0.0,0.0,0.0,138380.323,138380.323,138380.323
2025-12-30,DABUR,INE016A01026,NSE,495.65,62.14,682563580.1999999,1095506.38725,56.408,56.72,56.72,239343735.41,260892714.79444444,260892714.79444444,427176.82771000004,455646.14711666666,455646.14711666666
2025-12-30,RAJINFRA,INE016C01014,BSE,4.47,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.41374999999999995,0.41374999999999995,0.41374999999999995
2025-12-30,DNAMEDIA,INE016M01021,NSE,3.9,76.75,50079.9,65.18128,77.126,78.66888888888889,78.66888888888889,118096.62,113307.97555555555,113307.97555555555,153.90380399999998,147.88388444444445,147.88388444444445
2025-12-30,CEINSYSTECH,INE016Q01014,BSE,1099.5,0.0,0.0,77594.125,0.0,0.0,0.0,0.0,0.0,0.0,135318.75879999998,125716.80499999998,125716.80499999998
2025-12-30,ARYAN,INE016X01010,BSE,19.05,0.0,0.0,19.671,0.0,0.0,0.0,0.0,0.0,0.0,3.8653999999999997,3.2591666666666668,3.2591666666666668
2025-12-30,GESHIP,INE017A01032,NSE,1102.2,70.89,344629282.8,485593.9241,56.128,57.342222222222226,57.342222222222226,165312302.96,155699395.8555556,155699395.8555556,288384.25685999996,270400.23261111113,270400.23261111113
2025-12-30,KISAN,INE017C01012,BSE,27.03,0.0,0.0,504.588,0.0,0.0,0.0,0.0,0.0,0.0,639.3340000000001,628.8588333333333,628.8588333333333
2025-12-30,INTECCAP,INE017E01018,BSE,14.7,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,24.754600000000003,21.62466666666667,21.62466666666667
2025-12-30,SERA,INE017I01027,BSE,37.22,0.0,0.0,1754.914,0.0,0.0,0.0,0.0,0.0,0.0,3322.3882,2833.3811666666666,2833.3811666666666
